date,route,stop,time,location,drumming,seen,comment
1995-04-25,1,7,06:35,CL285,0,0,
1995-04-25,1,8,06:44,CL335,0,0,
1995-04-25,1,1,05:42,CL5,0,0,
1995-04-25,1,2,05:50,CL55,0,0,
1995-04-25,1,16,08:32,DP110,0,0,
1995-04-25,1,17,08:42,DP160,0,0,
1995-04-25,1,15,08:22,DP40,0,0,
1995-04-25,2,8,06:53,LSB30,2,0,
1995-04-25,2,9,07:04,LSB80,1,0,
1995-04-25,2,3,05:55,SB10,1,0,
1995-04-25,2,5,06:17,SB105,2,0,
1995-04-25,2,6,06:27,SB150,1,0,
1995-04-25,2,7,06:38,SB202,0,0,
1995-04-25,2,4,06:06,SB55,0,0,
1995-04-25,1,9,06:54,SC0,0,0,
1995-04-25,1,12,07:22,SC130,0,0,
1995-04-25,1,13,07:32,SC180,0,0,
1995-04-25,1,10,07:03,SC40,0,0,
1995-04-25,1,11,07:13,SC85,0,0,
1995-04-25,1,14,08:13,WL135,0,0,
1995-04-25,2,14,08:07,WL45,0,0,
1995-04-25,2,15,08:16,WL84,1,0,
1995-04-26,2,10,07:15,ADJ121,1,0,
1995-04-26,2,11,07:24,ADJ160,0,0,
1995-04-26,2,12,07:33,ADJ210,0,0,
1995-04-26,2,13,07:42,ADJ260,0,0,
1995-04-26,2,2,05:42,ADJ40,0,0,
1995-04-26,2,1,05:33,ADJ5,0,0,
1995-04-26,1,3,05:54,CL100,0,0,
1995-04-26,1,4,06:03,CL140,1,0,
1995-04-26,1,5,06:12,CL190,0,0,
1995-04-26,1,6,06:19,CL235,0,0,
1995-04-26,1,7,06:26,CL285,0,0,
1995-04-26,1,8,06:34,CL335,0,1,
1995-04-26,1,1,05:37,CL5,0,0,
1995-04-26,1,2,05:45,CL55,0,0,
1995-04-26,1,16,07:50,DP110,0,1,
1995-04-26,1,17,07:59,DP160,0,0,
1995-04-26,1,15,07:42,DP40,0,0,
1995-04-26,2,8,06:47,LSB30,2,0,
1995-04-26,2,9,06:57,LSB80,1,0,
1995-04-26,2,3,05:52,SB10,1,0,
1995-04-26,2,5,06:15,SB105,1,0,
1995-04-26,2,6,06:25,SB150,1,0,
1995-04-26,2,7,06:35,SB202,0,0,
1995-04-26,2,4,06:01,SB55,0,0,
1995-04-26,1,9,06:41,SC0,0,0,
1995-04-26,1,12,07:06,SC130,1,0,
1995-04-26,1,13,07:15,SC180,1,0,
1995-04-26,1,10,06:49,SC40,0,0,
1995-04-26,1,11,06:57,SC85,0,0,
1995-04-26,1,14,07:34,WL135,0,0,
1995-04-26,2,14,07:51,WL45,0,0,
1995-04-26,2,15,08:01,WL84,0,0,
1995-05-02,2,10,06:12,ADJ121,0,0,
1995-05-02,2,11,06:03,ADJ160,0,0,
1995-05-02,2,12,05:54,ADJ210,0,0,
1995-05-02,2,13,05:46,ADJ260,1,0,
1995-05-02,2,2,07:33,ADJ40,0,0,
1995-05-02,2,1,07:42,ADJ5,0,0,
1995-05-02,1,3,05:52,CL100,0,0,
1995-05-02,1,4,06:00,CL140,1,0,
1995-05-02,1,5,06:08,CL190,0,0,
1995-05-02,1,6,06:15,CL235,0,0,
1995-05-02,1,7,06:22,CL285,0,0,
1995-05-02,1,8,06:30,CL335,0,0,
1995-05-02,1,1,05:30,CL5,0,0,
1995-05-02,1,2,05:46,CL55,0,1,
1995-05-02,1,16,07:35,DP110,0,0,
1995-05-02,1,17,07:45,DP160,0,0,
1995-05-02,1,15,07:28,DP40,1,0,
1995-05-02,2,8,06:37,LSB30,1,0,
1995-05-02,2,9,06:29,LSB80,1,0,
1995-05-02,2,3,07:24,SB10,0,0,
1995-05-02,2,5,07:07,SB105,1,0,
1995-05-02,2,6,06:58,SB150,1,0,
1995-05-02,2,7,06:49,SB202,0,0,
1995-05-02,2,4,07:15,SB55,0,0,
1995-05-02,1,9,06:37,SC0,1,0,
1995-05-02,1,12,06:57,SC130,0,0,
1995-05-02,1,13,07:05,SC180,0,0,
1995-05-02,1,10,06:44,SC40,0,1,
1995-05-02,1,11,06:50,SC85,0,0,
1995-05-02,1,14,07:20,WL135,0,0,
1995-05-02,2,14,05:36,WL45,0,0,
1995-05-02,2,15,05:28,WL84,1,0,
1995-05-04,2,10,06:04,ADJ121,0,0,
1995-05-04,2,11,05:57,ADJ160,0,0,
1995-05-04,2,12,05:48,ADJ210,1,0,
1995-05-04,2,13,05:40,ADJ260,1,0,
1995-05-04,2,2,07:28,ADJ40,0,0,
1995-05-04,2,1,07:38,ADJ5,0,0,
1995-05-04,1,3,07:38,CL100,0,0,
1995-05-04,1,4,07:29,CL140,0,0,
1995-05-04,1,5,07:21,CL190,0,0,
1995-05-04,1,6,07:14,CL235,0,0,
1995-05-04,1,7,07:07,CL285,0,0,
1995-05-04,1,8,06:59,CL335,0,0,
1995-05-04,1,1,07:54,CL5,0,0,
1995-05-04,1,2,07:46,CL55,0,0,
1995-05-04,1,16,06:31,DP110,0,0,
1995-05-04,1,17,06:40,DP160,1,0,
1995-05-04,1,15,06:22,DP40,0,0,
1995-05-04,2,8,06:30,LSB30,3,0,
1995-05-04,2,9,06:21,LSB80,2,2,
1995-05-04,2,3,07:19,SB10,0,0,
1995-05-04,2,5,07:01,SB105,1,0,
1995-05-04,2,6,06:51,SB150,1,0,
1995-05-04,2,7,06:42,SB202,0,0,
1995-05-04,2,4,07:10,SB55,0,0,
1995-05-04,1,9,06:05,SC0,0,0,
1995-05-04,1,12,05:44,SC130,1,0,
1995-05-04,1,13,05:36,SC180,1,0,
1995-05-04,1,10,05:58,SC40,0,0,
1995-05-04,1,11,05:51,SC85,0,0,
1995-05-04,1,14,06:14,WL135,0,0,
1995-05-04,2,14,05:30,WL45,1,0,
1995-05-04,2,15,05:21,WL84,3,0,
1996-05-01,2,10,06:58,ADJ121,0,0,
1996-05-01,2,11,07:07,ADJ160,0,0,
1996-05-01,2,12,07:16,ADJ210,0,0,
1996-05-01,2,13,07:25,ADJ260,0,0,
1996-05-01,2,2,05:32,ADJ40,0,0,
1996-05-01,2,1,05:20,ADJ5,0,0,
1996-05-01,1,3,05:37,CL100,1,0,
1996-05-01,1,4,05:44,CL140,0,0,
1996-05-01,1,5,05:52,CL190,0,0,
1996-05-01,1,6,05:58,CL235,0,0,
1996-05-01,1,7,06:07,CL285,0,0,
1996-05-01,1,8,06:18,CL335,0,0,
1996-05-01,1,1,05:20,CL5,0,0,
1996-05-01,1,2,05:28,CL55,1,0,
1996-05-01,1,16,07:29,DP110,0,0,
1996-05-01,1,17,07:36,DP160,1,0,
1996-05-01,1,15,07:22,DP40,0,0,
1996-05-01,2,8,06:32,LSB30,1,0,
1996-05-01,2,9,06:43,LSB75,0,0,
1996-05-01,2,3,05:43,SB10,1,0,
1996-05-01,2,5,05:59,SB105,1,0,
1996-05-01,2,6,06:07,SB150,1,0,
1996-05-01,2,7,06:19,SB202,0,1,
1996-05-01,2,4,05:50,SB55,0,0,
1996-05-01,1,9,06:26,SC0,0,0,
1996-05-01,1,12,06:51,SC130,1,0,
1996-05-01,1,13,07:00,SC180,2,0,
1996-05-01,1,10,06:35,SC40,0,0,
1996-05-01,1,11,06:42,SC85,0,0,
1996-05-01,1,14,07:13,WL135,0,0,
1996-05-01,2,14,07:33,WL45,1,0,
1996-05-01,2,15,07:42,WL84,0,0,
1996-05-02,2,10,06:04,ADJ121,0,0,
1996-05-02,2,11,05:55,ADJ160,0,0,
1996-05-02,2,12,05:46,ADJ210,0,0,
1996-05-02,2,13,05:37,ADJ260,2,0,
1996-05-02,2,2,07:31,ADJ40,0,0,
1996-05-02,2,1,07:45,ADJ5,0,0,
1996-05-02,1,3,07:10,CL100,1,0,
1996-05-02,1,4,07:04,CL140,1,0,
1996-05-02,1,5,06:57,CL190,0,0,
1996-05-02,1,6,06:50,CL235,0,0,
1996-05-02,1,7,06:42,CL285,0,0,
1996-05-02,1,8,06:33,CL335,0,0,
1996-05-02,1,1,07:26,CL5,0,0,
1996-05-02,1,2,07:18,CL55,0,0,
1996-05-02,1,16,05:30,DP110,0,0,
1996-05-02,1,17,05:22,DP160,1,0,
1996-05-02,1,15,05:37,DP40,0,0,
1996-05-02,2,8,06:37,LSB30,0,0,
1996-05-02,2,9,06:27,LSB80,0,0,
1996-05-02,2,3,07:21,SB10,1,0,
1996-05-02,2,5,07:05,SB105,0,0,
1996-05-02,2,6,06:57,SB150,1,0,
1996-05-02,2,7,06:48,SB202,0,0,
1996-05-02,2,4,07:14,SB55,1,0,
1996-05-02,1,9,06:26,SC0,1,0,
1996-05-02,1,12,06:07,SC130,0,0,
1996-05-02,1,13,05:58,SC180,1,0,
1996-05-02,1,10,06:20,SC40,0,0,
1996-05-02,1,11,06:13,SC85,0,0,
1996-05-02,1,14,05:45,WL135,0,0,
1996-05-02,2,14,05:27,WL45,1,0,
1996-05-02,2,15,05:18,WL84,0,0,
1996-05-03,2,10,06:56,ADJ121,0,0,
1996-05-03,2,11,07:04,ADJ160,0,0,
1996-05-03,2,12,07:12,ADJ210,0,0,
1996-05-03,2,13,07:20,ADJ260,1,0,
1996-05-03,2,2,05:25,ADJ40,0,0,
1996-05-03,2,1,05:17,ADJ5,0,0,
1996-05-03,1,3,05:30,CL100,0,0,
1996-05-03,1,4,05:36,CL140,0,0,
1996-05-03,1,5,05:43,CL190,1,0,
1996-05-03,1,6,05:50,CL235,0,0,
1996-05-03,1,7,06:00,CL285,0,0,
1996-05-03,1,8,06:07,CL335,0,0,
1996-05-03,1,1,05:15,CL5,0,0,
1996-05-03,1,2,05:22,CL55,1,0,
1996-05-03,1,16,07:10,DP110,0,0,
1996-05-03,1,17,07:17,DP160,0,0,
1996-05-03,1,15,07:02,DP40,0,0,
1996-05-03,2,8,06:24,LSB30,1,1,
1996-05-03,2,9,06:35,LSB80,1,0,
1996-05-03,2,3,05:36,SB10,1,0,
1996-05-03,2,5,05:52,SB105,0,0,
1996-05-03,2,6,06:03,SB150,0,0,
1996-05-03,2,7,06:12,SB202,0,1,
1996-05-03,2,4,05:44,SB55,0,0,
1996-05-03,1,9,06:15,SC0,0,0,
1996-05-03,1,12,06:34,SC130,1,0,
1996-05-03,1,13,06:41,SC180,1,0,
1996-05-03,1,10,06:20,SC40,0,0,
1996-05-03,1,11,06:26,SC85,0,0,
1996-05-03,1,14,06:55,WL135,0,0,
1996-05-03,2,14,07:30,WL45,0,0,
1996-05-03,2,15,07:39,WL84,0,0,
1996-05-09,2,10,05:40,ADJ121,0,0,
1996-05-09,2,11,05:32,ADJ160,0,0,
1996-05-09,2,12,05:25,ADJ210,0,0,
1996-05-09,2,13,05:16,ADJ260,2,0,
1996-05-09,2,2,06:58,ADJ40,0,0,
1996-05-09,2,1,07:06,ADJ5,0,0,
1996-05-09,1,3,06:49,CL100,0,0,
1996-05-09,1,4,06:42,CL140,0,0,
1996-05-09,1,5,06:36,CL190,0,0,
1996-05-09,1,6,06:29,CL235,0,0,
1996-05-09,1,7,06:22,CL285,0,0,
1996-05-09,1,8,06:15,CL335,0,0,
1996-05-09,1,1,07:03,CL5,0,0,
1996-05-09,1,2,06:55,CL55,0,1,
1996-05-09,1,16,05:13,DP110,0,0,
1996-05-09,1,17,05:05,DP160,2,0,
1996-05-09,1,15,05:20,DP40,0,0,
1996-05-09,2,8,06:03,LSB30,1,0,
1996-05-09,2,9,05:53,LSB80,0,0,
1996-05-09,2,3,06:48,SB10,1,0,
1996-05-09,2,5,06:31,SB105,1,0,
1996-05-09,2,6,06:20,SB150,1,0,
1996-05-09,2,7,06:12,SB202,0,0,
1996-05-09,2,4,06:40,SB55,0,0,
1996-05-09,1,9,06:08,SC0,0,0,
1996-05-09,1,12,05:50,SC130,1,0,
1996-05-09,1,13,05:40,SC180,1,0,
1996-05-09,1,10,06:03,SC40,0,0,
1996-05-09,1,11,05:58,SC85,0,0,
1996-05-09,1,14,05:28,WL135,0,0,
1996-05-09,2,14,05:07,WL45,1,0,
1996-05-09,2,15,05:01,WL84,1,0,
2001-05-05,2,10,06:54,ADJ121,0,0,
2001-05-05,2,11,07:01,ADJ160,0,0,
2001-05-05,2,12,07:10,ADJ210,0,0,
2001-05-05,2,13,07:18,ADJ260,0,0,
2001-05-05,2,2,05:41,ADJ40,0,0,
2001-05-05,2,1,05:31,ADJ5,0,1,
2001-05-05,1,3,05:53,CL100,0,0,
2001-05-05,1,4,06:00,CL140,1,0,
2001-05-05,1,5,06:08,CL190,0,0,
2001-05-05,1,6,06:15,CL235,0,0,
2001-05-05,1,7,06:24,CL285,0,0,
2001-05-05,1,8,06:32,CL335,0,0,
2001-05-05,1,1,05:36,CL5,0,0,
2001-05-05,1,2,05:45,CL55,0,0,
2001-05-05,1,16,07:45,DP110,1,0,
2001-05-05,1,17,07:53,DP160,0,0,
2001-05-05,1,15,07:37,DP40,0,0,
2001-05-05,2,8,06:29,LSB30,0,0,
2001-05-05,2,9,06:36,LSB80,1,0,
2001-05-05,2,3,05:49,SB10,1,0,
2001-05-05,2,5,06:04,SB105,0,0,
2001-05-05,2,6,06:11,SB150,1,0,
2001-05-05,2,7,06:19,SB202,1,0,
2001-05-05,2,4,05:56,SB55,1,0,
2001-05-05,1,9,06:39,SC0,2,0,
2001-05-05,1,12,07:02,SC130,0,0,
2001-05-05,1,13,07:11,SC180,1,0,
2001-05-05,1,10,06:46,SC40,1,0,
2001-05-05,1,11,06:54,SC85,0,0,
2001-05-05,1,14,07:28,WL135,0,0,
2001-05-05,2,14,07:25,WL45,0,0,
2001-05-05,2,15,07:33,WL84,0,0,
2001-05-06,2,10,06:25,ADJ121,0,0,
2001-05-06,2,11,06:19,ADJ160,1,0,
2001-05-06,2,12,06:12,ADJ210,0,0,
2001-05-06,2,13,06:05,ADJ260,2,0,
2001-05-06,2,2,07:36,ADJ40,1,0,
2001-05-06,2,1,07:44,ADJ5,0,0,
2001-05-06,1,3,07:41,CL100,0,0,
2001-05-06,1,4,07:34,CL140,0,0,
2001-05-06,1,5,07:27,CL190,0,0,
2001-05-06,1,6,07:11,CL235,0,0,
2001-05-06,1,7,07:04,CL285,0,0,
2001-05-06,1,8,06:56,CL335,0,0,
2001-05-06,1,1,07:54,CL5,0,0,
2001-05-06,1,2,07:47,CL55,1,0,
2001-05-06,1,16,05:49,DP110,1,0,
2001-05-06,1,17,05:57,DP160,0,0,
2001-05-06,1,15,05:40,DP40,0,0,
2001-05-06,2,8,06:46,LSB30,1,0,
2001-05-06,2,9,06:38,LSB80,1,0,
2001-05-06,2,3,07:28,SB10,0,0,
2001-05-06,2,5,07:14,SB105,1,0,
2001-05-06,2,6,07:06,SB150,0,0,
2001-05-06,2,7,06:59,SB202,1,0,
2001-05-06,2,4,07:22,SB55,0,0,
2001-05-06,1,9,06:40,SC0,2,0,
2001-05-06,1,12,06:18,SC130,0,0,
2001-05-06,1,13,06:09,SC180,0,0,
2001-05-06,1,10,06:33,SC40,1,0,
2001-05-06,1,11,06:25,SC85,0,0,
2001-05-06,1,14,06:47,WL135,1,0,
2001-05-06,2,14,05:56,WL45,1,0,
2001-05-06,2,15,05:49,WL84,1,0,
2002-04-29,2,1,05:21,ADJ005,0,0,
2002-04-29,2,2,05:30,ADJ040,0,0,
2002-04-29,2,10,06:54,ADJ121,0,0,
2002-04-29,2,11,07:01,ADJ160,0,0,
2002-04-29,2,12,07:08,ADJ210,0,0,
2002-04-29,2,13,07:17,ADJ260,0,0,
2002-04-29,1,1,05:21,CL005,0,0,
2002-04-29,1,2,05:28,CL055,0,0,
2002-04-29,1,3,05:35,CL100,0,0,
2002-04-29,1,4,05:42,CL140,0,0,
2002-04-29,1,5,05:49,CL190,0,0,
2002-04-29,1,6,05:56,CL235,0,0,
2002-04-29,1,7,06:03,CL285,0,0,
2002-04-29,1,8,06:10,CL335,0,0,
2002-04-29,1,15,06:57,DP040,0,0,
2002-04-29,1,16,07:04,DP110,0,0,
2002-04-29,1,17,07:10,DP160,0,0,
2002-04-29,2,8,06:30,LSB030,0,2,
2002-04-29,2,9,06:37,LSB080,1,0,
2002-04-29,2,3,05:40,SB010,1,0,
2002-04-29,2,4,05:49,SB055,1,0,
2002-04-29,2,5,06:00,SB105,0,0,
2002-04-29,2,6,06:10,SB150,2,0,
2002-04-29,2,7,06:19,SB202,0,0,
2002-04-29,1,9,06:16,SC000,1,0,
2002-04-29,1,10,06:22,SC040,0,0,
2002-04-29,1,11,06:28,SC085,0,0,
2002-04-29,1,12,06:34,SC130,0,0,
2002-04-29,1,13,06:40,SC180,0,0,
2002-04-29,2,14,07:26,WL045,0,0,
2002-04-29,2,15,07:35,WL084,0,0,
2002-04-29,1,14,06:50,WL135,0,0,
2002-05-04,2,10,07:06,ADJ121,0,0,
2002-05-04,2,11,07:16,ADJ160,1,0,
2002-05-04,2,12,07:25,ADJ210,0,0,
2002-05-04,2,13,07:32,ADJ260,1,0,
2002-05-04,2,2,05:39,ADJ40,0,0,
2002-05-04,2,1,05:30,ADJ5,0,0,
2002-05-04,1,3,05:53,CL100,0,0,
2002-05-04,1,4,06:00,CL140,0,0,
2002-05-04,1,5,06:07,CL190,0,0,
2002-05-04,1,6,06:15,CL235,0,0,
2002-05-04,1,7,06:23,CL285,0,0,
2002-05-04,1,8,06:31,CL335,0,0,
2002-05-04,1,1,05:36,CL5,0,0,
2002-05-04,1,2,05:45,CL55,1,0,
2002-05-04,1,16,07:30,DP110,0,1,
2002-05-04,1,17,07:22,DP160,0,0,
2002-05-04,1,15,07:38,DP40,1,0,
2002-05-04,2,8,06:40,LSB30,0,0,
2002-05-04,2,9,06:50,LSB80,2,0,
2002-05-04,2,3,05:48,SB10,1,0,
2002-05-04,2,5,06:07,SB105,0,0,
2002-05-04,2,6,06:16,SB150,1,0,
2002-05-04,2,7,06:28,SB202,1,0,
2002-05-04,2,4,05:58,SB55,0,0,
2002-05-04,1,9,06:38,SC0,1,0,
2002-05-04,1,12,07:01,SC130,0,0,
2002-05-04,1,13,07:09,SC180,0,0,
2002-05-04,1,10,06:46,SC40,1,0,
2002-05-04,1,11,06:54,SC85,0,0,
2002-05-04,1,14,07:48,WL135,1,0,
2002-05-04,2,14,07:41,WL45,0,0,
2002-05-04,2,15,07:49,WL84,0,0,
2002-05-05,2,10,07:15,ADJ121,0,0,
2002-05-05,2,11,07:23,ADJ160,0,0,
2002-05-05,2,12,07:31,ADJ210,0,0,
2002-05-05,2,13,07:39,ADJ260,1,0,
2002-05-05,2,2,05:49,ADJ40,0,0,
2002-05-05,2,1,05:40,ADJ5,0,0,
2002-05-05,1,3,05:59,CL100,0,0,
2002-05-05,1,4,06:07,CL140,0,0,
2002-05-05,1,5,06:15,CL190,0,0,
2002-05-05,1,6,06:22,CL235,0,0,
2002-05-05,1,7,06:30,CL285,0,0,
2002-05-05,1,8,06:37,CL335,0,0,
2002-05-05,1,1,05:41,CL5,0,0,
2002-05-05,1,2,05:50,CL55,1,0,
2002-05-05,1,16,07:40,DP110,1,0,
2002-05-05,1,17,07:32,DP160,0,0,
2002-05-05,1,15,07:50,DP40,1,0,
2002-05-05,2,8,06:47,LSB30,0,0,
2002-05-05,2,9,06:56,LSB80,1,0,
2002-05-05,2,3,05:59,SB10,1,0,
2002-05-05,2,5,06:18,SB105,1,0,
2002-05-05,2,6,06:26,SB150,0,0,
2002-05-05,2,7,06:35,SB202,1,0,
2002-05-05,2,4,06:08,SB55,1,0,
2002-05-05,1,9,06:44,SC0,1,0,
2002-05-05,1,12,07:08,SC130,0,0,
2002-05-05,1,13,07:15,SC180,0,0,
2002-05-05,1,10,06:52,SC40,1,0,
2002-05-05,1,11,07:00,SC85,0,1,
2002-05-05,1,14,07:58,WL135,0,0,
2002-05-05,2,14,07:49,WL45,0,0,
2002-05-05,2,15,07:57,WL84,0,0,
2002-05-06,2,10,06:40,ADJ121,0,0,
2002-05-06,2,11,06:32,ADJ160,0,0,
2002-05-06,2,12,06:24,ADJ210,0,0,
2002-05-06,2,13,06:15,ADJ260,0,0,
2002-05-06,2,2,08:05,ADJ40,0,0,
2002-05-06,2,1,08:13,ADJ5,0,0,
2002-05-06,1,3,09:15,CL100,0,0,
2002-05-06,1,4,09:01,CL140,0,0,
2002-05-06,1,5,08:48,CL190,0,0,
2002-05-06,1,6,08:35,CL235,1,0,
2002-05-06,1,7,08:23,CL285,0,0,
2002-05-06,1,8,08:10,CL335,0,0,
2002-05-06,1,1,09:41,CL5,0,0,
2002-05-06,1,2,09:28,CL55,0,0,
2002-05-06,1,16,06:20,DP110,1,0,
2002-05-06,1,17,06:05,DP160,0,0,
2002-05-06,1,15,06:36,DP40,1,0,
2002-05-06,2,8,07:08,LSB30,0,0,
2002-05-06,2,9,06:59,LSB80,1,0,
2002-05-06,2,3,07:56,SB10,0,0,
2002-05-06,2,5,07:40,SB105,0,0,
2002-05-06,2,6,07:30,SB150,0,0,
2002-05-06,2,7,07:20,SB202,1,0,
2002-05-06,2,4,07:47,SB55,0,0,
2002-05-06,1,9,07:57,SC0,1,1,
2002-05-06,1,12,07:20,SC130,0,0,
2002-05-06,1,13,07:08,SC180,0,0,
2002-05-06,1,10,07:45,SC40,1,0,
2002-05-06,1,11,07:33,SC85,0,0,
2002-05-06,1,14,06:50,WL135,1,0,
2002-05-06,2,14,06:06,WL45,0,0,
2002-05-06,2,15,05:57,WL84,0,0,
2002-05-08,2,10,06:13,ADJ121,0,0,
2002-05-08,2,11,06:06,ADJ160,0,0,
2002-05-08,2,12,05:58,ADJ210,0,0,
2002-05-08,2,13,05:49,ADJ260,1,0,
2002-05-08,2,2,07:25,ADJ40,0,0,
2002-05-08,2,1,07:32,ADJ5,0,0,
2002-05-08,1,3,07:35,CL100,0,0,
2002-05-08,1,4,07:27,CL140,0,0,
2002-05-08,1,5,07:19,CL190,0,0,
2002-05-08,1,6,07:10,CL235,0,0,
2002-05-08,1,7,07:02,CL285,0,0,
2002-05-08,1,8,06:53,CL335,0,0,
2002-05-08,1,1,07:52,CL5,0,0,
2002-05-08,1,2,07:44,CL55,1,0,
2002-05-08,1,16,05:51,DP110,0,0,
2002-05-08,1,17,05:59,DP160,0,0,
2002-05-08,1,15,05:41,DP40,1,0,
2002-05-08,2,8,06:35,LSB30,1,0,
2002-05-08,2,9,06:28,LSB80,1,0,
2002-05-08,2,3,07:17,SB10,0,0,
2002-05-08,2,5,07:01,SB105,1,0,
2002-05-08,2,6,06:53,SB150,2,0,
2002-05-08,2,7,06:46,SB202,1,0,
2002-05-08,2,4,07:10,SB55,0,0,
2002-05-08,1,9,06:45,SC0,1,0,
2002-05-08,1,12,06:20,SC130,0,0,
2002-05-08,1,13,06:12,SC180,0,0,
2002-05-08,1,10,06:37,SC40,1,0,
2002-05-08,1,11,06:28,SC85,0,0,
2002-05-08,1,14,05:32,WL135,0,0,
2002-05-08,2,14,05:41,WL45,0,0,
2002-05-08,2,15,05:31,WL84,1,0,
2003-04-28,2,10,06:41,ADJ121,0,0,
2003-04-28,2,11,06:49,ADJ160,0,0,
2003-04-28,2,12,06:57,ADJ210,0,0,
2003-04-28,2,13,07:05,ADJ260,1,0,
2003-04-28,2,2,05:24,ADJ40,0,0,
2003-04-28,2,1,05:18,ADJ5,1,0,
2003-04-28,1,3,05:35,CL100,0,0,
2003-04-28,1,4,05:44,CL140,1,0,
2003-04-28,1,5,05:52,CL190,0,0,
2003-04-28,1,6,06:00,CL235,0,0,
2003-04-28,1,7,06:06,CL285,0,0,
2003-04-28,1,8,06:18,CL335,0,0,
2003-04-28,1,1,05:20,CL5,0,0,
2003-04-28,1,2,05:28,CL55,0,0,
2003-04-28,1,16,07:30,DP110,0,0,
2003-04-28,1,17,07:37,DP160,1,0,
2003-04-28,1,15,07:15,DP40,1,0,
2003-04-28,2,8,06:15,LSB30,1,0,
2003-04-28,2,9,06:23,LSB80,1,0,
2003-04-28,2,3,05:33,SB10,1,1,
2003-04-28,2,5,05:49,SB105,1,0,
2003-04-28,2,6,05:57,SB150,1,0,
2003-04-28,2,7,06:05,SB202,0,0,
2003-04-28,2,4,05:41,SB55,2,0,
2003-04-28,1,9,06:25,SC0,1,0,
2003-04-28,1,12,06:47,SC130,0,0,
2003-04-28,1,13,06:54,SC180,0,0,
2003-04-28,1,10,06:32,SC40,1,0,
2003-04-28,1,11,06:40,SC85,0,0,
2003-04-28,1,14,07:08,WL135,0,0,
2003-04-28,2,14,07:13,WL45,1,0,
2003-04-28,2,15,07:21,WL84,1,0,
2003-04-29,2,10,06:17,ADJ121,0,0,
2003-04-29,2,11,06:08,ADJ160,1,0,
2003-04-29,2,12,06:01,ADJ210,0,0,
2003-04-29,2,13,05:52,ADJ260,1,0,
2003-04-29,2,2,07:32,ADJ40,0,0,
2003-04-29,2,1,07:39,ADJ5,1,0,
2003-04-29,1,3,07:15,CL100,0,0,
2003-04-29,1,4,07:07,CL140,1,0,
2003-04-29,1,5,07:02,CL190,0,0,
2003-04-29,1,6,06:55,CL235,0,0,
2003-04-29,1,7,06:49,CL285,0,0,
2003-04-29,1,8,06:42,CL335,0,0,
2003-04-29,1,1,07:28,CL5,0,0,
2003-04-29,1,2,07:20,CL55,0,0,
2003-04-29,1,16,05:42,DP110,1,0,
2003-04-29,1,17,05:35,DP160,0,0,
2003-04-29,1,15,05:50,DP40,1,0,
2003-04-29,2,8,06:40,LSB30,1,0,
2003-04-29,2,9,06:32,LSB80,1,0,
2003-04-29,2,3,07:25,SB10,1,0,
2003-04-29,2,5,07:09,SB105,1,0,
2003-04-29,2,6,07:00,SB150,1,0,
2003-04-29,2,7,06:51,SB202,1,0,
2003-04-29,2,4,07:18,SB55,2,0,
2003-04-29,1,9,06:35,SC0,1,0,
2003-04-29,1,12,06:17,SC130,0,0,
2003-04-29,1,13,06:10,SC180,0,0,
2003-04-29,1,10,06:30,SC40,1,0,
2003-04-29,1,11,06:23,SC85,0,0,
2003-04-29,1,14,05:57,WL135,0,0,
2003-04-29,2,14,05:37,WL45,0,0,
2003-04-29,2,15,05:28,WL84,1,0,
2003-04-30,2,10,06:35,ADJ121,0,0,
2003-04-30,2,11,06:45,ADJ160,0,0,
2003-04-30,2,12,06:53,ADJ210,0,0,
2003-04-30,2,13,07:00,ADJ260,2,0,
2003-04-30,2,2,05:22,ADJ40,0,0,
2003-04-30,2,1,05:15,ADJ5,1,0,
2003-04-30,1,3,05:33,CL100,1,0,
2003-04-30,1,4,05:41,CL140,1,0,
2003-04-30,1,5,05:48,CL190,0,0,
2003-04-30,1,6,05:55,CL235,0,0,
2003-04-30,1,7,06:03,CL285,0,0,
2003-04-30,1,8,06:10,CL335,0,0,
2003-04-30,1,1,05:17,CL5,1,0,
2003-04-30,1,2,05:26,CL55,0,0,
2003-04-30,1,16,07:15,DP110,0,0,
2003-04-30,1,17,07:22,DP160,1,0,
2003-04-30,1,15,07:07,DP40,1,0,
2003-04-30,2,8,06:12,LSB30,1,0,
2003-04-30,2,9,06:20,LSB80,0,0,
2003-04-30,2,3,05:30,SB10,1,0,
2003-04-30,2,5,05:45,SB105,1,0,
2003-04-30,2,6,05:53,SB150,1,0,
2003-04-30,2,7,06:01,SB202,1,0,
2003-04-30,2,4,05:37,SB55,2,0,
2003-04-30,1,9,06:17,SC0,0,0,
2003-04-30,1,12,06:37,SC130,0,0,
2003-04-30,1,13,06:45,SC180,1,0,
2003-04-30,1,10,06:24,SC40,1,0,
2003-04-30,1,11,06:30,SC85,0,0,
2003-04-30,1,14,06:59,WL135,0,0,
2003-04-30,2,14,07:07,WL45,0,0,
2003-04-30,2,15,07:15,WL84,0,0,
2004-04-23,2,1,05:06,ADJ005,0,0,
2004-04-23,2,2,05:13,ADJ040,1,0,
2004-04-23,2,10,06:33,ADJ121,1,0,
2004-04-23,2,11,06:40,ADJ160,0,0,
2004-04-23,2,12,06:47,ADJ210,0,0,
